delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,has_complaint,complaint_count,has_incident,incident_count
DL00048,O00358,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50,Delayed,7.37,0,0,3.33,14.67,C0273,Passenger,2024-03-20 11:13:00,4,Riverside,Central,Low,94.51,App,0,94.51,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-12 09:29:00,23.8,56.7,App,Active,North,FullTime,2,59.6,4.12,Flexible,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00049,O01076,D091,V018,H02,2024-09-29 01:23:00,2024-09-29 07:46:30,OnTime,12.55,0,0,3.52,6.93,C0035,Business,2024-09-28 22:50:00,6,South,Airport,Critical,46.37,App,0,46.37,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-07-25 18:50:00,46.7,85.5,App,Active,Riverside,FullTime,12,68.0,4.46,Night,1,Diesel,Riverside,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00050,O00534,D065,V046,H06,2025-09-05 05:03:00,2025-09-05 05:03:00,OnTime,26.85,0,0,5.0,14.34,C0159,Parcel,2025-09-05 03:00:00,2,Airport,Ctr,Critical,188.05,App,1,188.05,37,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-15 06:42:00,40.2,62.7,Web,Dormant,Riverside,FullTime,14,59.6,4.02,Morning,1,EV,North,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Airport Hub,Airport,Dispatch,71,0.0,0.0,1.0,2.0
DL00051,O00785,D150,V055,H07,2025-12-31 17:27:00,2025-12-31 18:05:52,OnTime,8.02,0,0,4.31,14.59,C0378,Passenger,2025-12-31 14:49:00,4,East,Central,High,98.07,Phone,0,98.07,38,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-17 07:29:00,26.2,77.3,App,Active,East,FullTime,12,88.1,4.08,Night,1,Hybrid,East,2025-06-05 13:40:00,83.3,85635,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00052,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25,Delayed,26.38,1,1,2.52,24.54,C0117,Medical,2025-05-06 09:09:00,2,Airport,Riverside,High,129.89,App,0,129.89,32,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,North,FullTime,12,93.6,3.84,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,2.0
DL00053,O00302,D018,V099,H01,2025-07-10 18:38:00,2025-07-11 17:06:29,OnTime,14.14,0,0,3.63,10.32,C0558,Retail,2025-07-10 16:13:00,24,Riverside,Central,High,228.25,Web,0,228.25,23,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-29 19:47:00,64.3,38.5,Phone,Active,West,PartTime,14,73.8,4.57,Flexible,1,Hybrid,South,2024-09-06 02:11:00,65.8,92896,Active,v2.0,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00054,O01044,D117,V079,H01,2025-02-14 07:41:00,2025-02-14 20:37:54,Delayed,29.8,1,0,4.7,22.28,C0190,Retail,2025-02-14 04:57:00,12,Airport,Riverside,Low,70.39,App,1,70.39,39,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-05-04 14:00:00,61.6,84.8,App,Active,North,FullTime,1,71.1,3.93,Flexible,1,EV,Airport,2025-12-01 18:20:00,100.0,117995,Active,v2.2,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00055,O00819,D069,V018,H04,2025-04-28 21:37:00,2025-04-29 04:45:04,Delayed,35.07,5,1,2.78,22.2,C0098,Retail,2025-04-28 19:09:00,4,Airport,West,Low,93.02,App,0,93.02,54,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-20 06:33:00,56.5,70.7,App,Dormant,North,PartTime,2,61.5,5.0,Evening,0,Diesel,Riverside,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00056,O00698,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19,OnTime,13.46,2,0,4.01,6.52,C0550,Medical,2024-10-22 20:07:00,2,South,Central,High,179.24,App,0,179.24,39,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-01-03 14:35:00,89.4,52.4,App,Active,North,Contract,10,65.6,4.4,Flexible,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,1.0
DL00057,O00921,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39,Failed,10.91,0,0,1.22,6.59,C0448,Retail,2024-12-09 08:39:00,4,East,Central,Medium,198.22,App,0,198.22,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-08 16:33:00,69.3,62.1,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,EV,South,2025-04-23 19:27:00,67.6,116877,Scheduled,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00058,O01062,D125,V082,H02,2024-10-26 18:46:00,2024-10-26 22:22:57,OnTime,15.33,0,0,5.0,7.95,C0559,Medical,2024-10-26 17:41:00,4,East,Central,Medium,128.73,App,1,128.73,72,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-19 09:52:00,72.0,64.4,Partner API,Active,North,PartTime,15,90.5,4.07,Morning,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00059,O00521,D027,V088,H05,2025-11-26 14:07:00,2025-11-26 18:49:47,Delayed,36.28,3,0,3.11,17.45,C0109,Parcel,2025-11-26 12:07:00,1,Airport,South,High,76.48,Web,0,76.48,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-10-30 11:51:00,52.7,25.4,App,Dormant,Airport,PartTime,12,74.3,3.7,Night,1,Diesel,North,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00060,O00236,D005,V026,H02,2024-11-26 16:01:00,2024-11-26 16:01:00,Delayed,13.92,1,1,2.35,9.48,C0429,Business,2024-11-26 15:32:00,2,East,South,Medium,118.24,App,0,118.24,31,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-07 20:02:00,66.6,61.3,App,Dormant,North,FullTime,3,69.7,4.14,Morning,1,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00061,O00635,D083,V059,H08,2024-12-06 06:18:00,2024-12-06 06:18:00,OnTime,10.51,1,0,3.8,10.6,C0314,Parcel,2024-12-06 04:23:00,2,Central,North,Low,73.66,App,0,73.66,74,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-04-28 13:21:00,66.4,29.9,Phone,Active,North,FullTime,12,80.8,4.16,Flexible,1,Hybrid,Airport,2024-03-02 20:36:00,85.2,188332,InRepair,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00062,O00567,D061,V007,H02,2024-02-24 16:31:00,2024-02-25 15:31:54,OnTime,1.2,0,0,5.0,7.32,C0144,Retail,2024-02-24 15:50:00,24,South,Riverside,Low,33.6,Phone,0,33.6,54,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active,Riverside,Contract,8,85.9,4.38,Evening,1,Diesel,Airport,2025-09-17 08:52:00,68.6,78468,Active,v2.2,South Link,South,Dispatch,78,0.0,0.0,1.0,1.0
DL00063,O00931,D154,V094,H03,2024-03-07 11:20:00,2024-03-07 15:02:37,OnTime,15.95,0,0,5.0,14.6,C0213,Parcel,2024-03-07 09:00:00,4,North,North,High,70.8,App,0,70.8,53,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-25 04:00:00,94.2,53.3,App,Active,Airport,FullTime,4,67.0,4.35,Evening,1,CargoVan,Central,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,East Dock,East,Warehouse,74,1.0,1.0,0.0,0.0
DL00064,O01236,D075,V004,H03,2025-05-30 00:35:00,2025-05-30 23:36:22,Delayed,10.36,0,0,2.34,7.13,C0543,Business,2025-05-29 22:57:00,12,South,Airport,Low,156.71,App,0,156.71,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-02 07:20:00,47.0,54.7,App,Dormant,Airport,FullTime,13,99.0,3.62,Evening,1,Hybrid,Riverside,2024-06-07 13:21:00,78.05,36310,Active,v2.2,East Dock,East,Warehouse,74,1.0,1.0,0.0,0.0
DL00065,O01234,D050,V065,H01,2024-02-24 01:55:00,2024-02-24 01:55:00,OnTime,1.67,1,0,4.63,6.2,C0163,Parcel,2024-02-24 01:13:00,2,West,North,Medium,119.86,Phone,1,119.86,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-16 04:29:00,56.2,58.2,App,Active,North,FullTime,6,87.4,3.9,Evening,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00066,O00568,D118,V083,H01,2025-12-19 20:41:00,2025-12-20 00:15:32,OnTime,22.39,0,0,4.03,18.25,C0412,Passenger,2025-12-19 18:13:00,6,Central,Riverside,Medium,119.95,Phone,0,119.95,70,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,North,FullTime,1,80.6,4.88,Night,1,CargoVan,North,2024-04-11 18:04:00,79.3,42073,Active,v2.2,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00067,O00842,D152,V023,H01,2025-07-04 04:43:00,2025-07-04 14:29:14,OnTime,12.34,1,0,4.61,11.04,C0588,Retail,2025-07-04 02:45:00,12,Central,East,Low,153.82,Web,0,153.82,47,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-06-28 00:25:00,34.8,62.6,Web,Active,North,PartTime,5,75.2,4.06,Flexible,1,Hybrid,East,2024-01-07 23:54:00,70.7,188387,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00068,O00828,D104,V046,H08,2024-02-19 15:15:00,2024-02-21 03:47:37,Failed,19.75,1,0,3.73,16.14,C0025,Passenger,2024-02-19 12:15:00,24,West,West,Low,61.71,App,0,61.71,23,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-04-09 11:19:00,55.5,52.8,App,Active,West,FullTime,15,87.7,3.45,Morning,1,EV,North,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,1.0
DL00069,O01039,D010,V074,H07,2025-05-01 11:46:00,2025-05-01 19:43:03,Failed,16.76,1,0,4.17,10.73,C0171,Passenger,2025-05-01 10:43:00,6,West,Riverside,Low,84.17,App,1,84.17,47,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-20 10:35:00,82.4,81.9,Phone,Active,West,FullTime,8,70.0,3.95,Evening,1,CargoVan,East,2025-06-05 03:01:00,62.4,18034,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,1.0,1.0,0.0,0.0
DL00070,O00370,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39,OnTime,16.35,0,0,4.64,18.11,C0021,Parcel,2024-11-21 17:26:00,4,South,South,High,74.04,Phone,0,74.04,30,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,West,PartTime,14,73.8,4.57,Flexible,1,Diesel,North,2025-09-26 13:33:00,90.4,215767,InRepair,v2.1,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00071,O00796,D093,V080,H02,2025-01-28 06:57:00,2025-01-28 22:41:11,Delayed,20.37,1,0,3.57,18.14,C0385,Business,2025-01-28 05:51:00,6,Ctr,North,High,209.05,API,0,209.05,25,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-06 00:38:00,66.2,44.4,App,Dormant,South,PartTime,12,75.2,4.43,Flexible,1,EV,East,2024-05-27 22:15:00,100.0,68844,Active,v1.9,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00072,O00402,D110,V027,H05,2025-11-20 06:20:00,2025-11-20 19:21:38,Delayed,28.51,0,0,3.28,15.11,C0104,Retail,2025-11-20 05:09:00,4,West,East,Medium,121.87,App,1,121.87,39,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active,Riverside,Contract,7,40.6,4.1,Morning,1,Diesel,South,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2,Central Core,Central,Control,88,0.0,0.0,1.0,1.0
DL00073,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40,OnTime,19.34,3,0,4.68,17.54,C0599,Parcel,2025-07-23 06:00:00,24,Riverside,East,Medium,37.25,App,0,37.25,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,Midtown Relay,Central,Charging,63,1.0,1.0,1.0,1.0
DL00074,O01195,D030,V092,H04,2025-01-04 08:41:00,2025-01-05 00:01:18,Failed,17.61,1,0,4.42,14.79,C0529,Retail,2025-01-04 07:04:00,2,Airport,Central,Medium,94.26,Phone,0,94.26,41,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,Central,FullTime,7,74.0,4.56,Night,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00075,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04,OnTime,13.25,3,0,3.24,11.94,C0392,Retail,2024-08-06 04:09:00,2,South,West,Medium,57.51,Web,0,57.51,29,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-08 20:59:00,77.2,48.2,Web,Active,East,Contract,5,77.6,3.81,Flexible,1,EV,Ctr,2025-02-15 14:49:00,93.7,134347,Scheduled,v2.2,South Link,South,Dispatch,78,0.0,0.0,1.0,2.0
DL00076,O00815,D120,V004,H01,2024-02-25 17:02:00,2024-02-26 17:44:41,OnTime,27.51,3,0,5.0,15.16,C0347,Parcel,2024-02-25 15:10:00,24,Airport,Airport,High,216.89,App,1,216.89,18,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-06-07 04:33:00,54.9,40.4,Web,Dormant,North,PartTime,3,76.9,3.72,Morning,1,Hybrid,Riverside,2024-06-07 13:21:00,78.05,36310,Active,v2.2,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00077,O01040,D094,V067,H04,2025-12-27 22:16:00,2025-12-28 11:51:46,Delayed,32.97,3,0,2.81,18.07,C0290,Passenger,2025-12-27 20:56:00,4,Airport,Central,Medium,59.93,Web,1,59.93,30,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-11-28 14:25:00,49.6,58.2,Phone,Dormant,Ctr,PartTime,6,60.8,4.48,Night,0,Hybrid,Ctr,2025-11-15 00:12:00,57.3,176145,Active,v2.0,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00078,O00173,D144,V088,H02,2025-02-18 08:26:00,2025-02-19 03:34:49,Failed,10.92,1,0,2.87,9.05,C0371,Passenger,2025-02-18 07:03:00,2,Ctr,Central,Critical,249.32,App,1,249.32,57,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-01-14 07:31:00,28.5,74.9,App,Active,West,FullTime,6,85.0,3.83,Morning,1,Diesel,North,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00079,O00920,D009,V102,H08,2024-08-01 12:06:00,2024-08-01 23:56:00,OnTime,7.18,0,0,4.91,12.79,C0242,Passenger,2024-08-01 11:42:00,12,Riverside,East,Low,74.71,App,0,74.71,21,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-12-18 16:08:00,83.8,48.9,Web,Active,Airport,FullTime,15,63.4,3.8,Night,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0,Midtown Relay,Central,Charging,63,1.0,2.0,0.0,0.0
DL00080,O01137,D030,V022,H04,2025-10-14 08:21:00,2025-10-14 08:32:00,OnTime,16.29,0,0,4.42,14.17,C0213,Passenger,2025-10-14 08:08:00,2,South,Central,Medium,101.93,App,1,101.93,53,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-25 04:00:00,94.2,53.3,App,Active,Central,FullTime,7,74.0,4.56,Night,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00081,O00716,D166,V056,H04,2024-10-22 06:38:00,2024-10-22 19:18:42,Delayed,9.77,1,1,3.58,12.68,C0072,Passenger,2024-10-22 04:13:00,6,East,North,Medium,5.92,App,0,5.92,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-04-22 10:38:00,48.2,88.9,App,Active,West,PartTime,7,74.6,4.07,Night,1,EV,Central,2024-06-09 16:18:00,78.4,29849,Active,v2.2,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00082,O00669,D008,V048,H03,2025-07-15 15:38:00,2025-07-16 00:44:17,OnTime,3.98,1,0,4.76,5.86,C0529,Parcel,2025-07-15 13:41:00,12,North,East,Critical,80.79,App,0,80.79,41,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,South,FullTime,9,84.1,3.88,Morning,1,Diesel,Central,2025-10-01 18:21:00,76.1,87659,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00083,O00451,D053,V043,H05,2025-02-15 18:28:00,2025-02-16 13:33:28,Delayed,2.13,0,0,1.44,11.27,C0012,Retail,2025-02-15 17:02:00,12,East,Riverside,Critical,97.23,Phone,0,97.23,60,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-02-10 01:14:00,46.3,74.4,App,Active,West,FullTime,5,83.3,3.8,Morning,1,EV,South,2025-02-23 11:32:00,76.4,149922,Scheduled,v2.0,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00084,O00784,D063,V117,H05,2025-03-07 03:24:00,2025-03-08 07:43:35,Failed,6.83,0,0,3.63,9.07,C0308,Passenger,2025-03-07 00:51:00,12,East,South,Low,21.26,Phone,1,21.26,50,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-07-21 17:13:00,74.1,87.0,Web,Active,North,PartTime,12,85.7,4.03,Morning,1,Hybrid,South,2025-01-11 11:13:00,65.5,163683,Scheduled,v2.2,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00085,O00160,D127,V032,H06,2024-08-20 19:18:00,2024-08-20 19:18:00,OnTime,9.49,5,0,3.85,16.32,C0478,Parcel,2024-08-20 17:29:00,6,Central,East,High,68.1,Web,0,68.1,43,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-22 09:47:00,43.6,52.4,App,Active,Central,FullTime,10,61.5,4.19,Morning,1,CargoVan,North,2024-01-11 00:03:00,74.1,102207,Active,v1.9,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00086,O01013,D159,V063,H02,2025-08-22 17:32:00,2025-08-22 19:39:11,OnTime,17.4,0,0,3.75,12.23,C0185,Passenger,2025-08-22 14:50:00,4,Ctr,North,Low,76.79,Web,0,76.79,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-12-05 05:27:00,77.5,76.4,Phone,Suspended,Airport,FullTime,11,68.6,4.18,Morning,1,EV,Central,2024-01-11 00:19:00,73.6,159860,Active,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00087,O00630,D034,V099,H07,2025-03-28 15:08:00,2025-03-28 15:28:40,OnTime,17.98,0,0,4.11,13.23,C0369,Retail,2025-03-28 13:42:00,2,Central,Ctr,Low,86.61,App,0,86.61,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active,West,FullTime,11,71.3,4.27,Morning,1,Hybrid,South,2024-09-06 02:11:00,65.8,92896,Active,v2.0,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00088,O00657,D088,V043,H04,2024-02-28 23:43:00,2024-02-29 03:16:11,OnTime,5.99,0,0,4.43,2.5,C0135,Passenger,2024-02-28 21:07:00,6,South,Central,Low,155.89,App,0,155.89,65,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-28 04:34:00,68.7,51.6,App,Active,Riverside,Contract,4,84.3,4.17,Morning,1,EV,South,2025-02-23 11:32:00,76.4,149922,Scheduled,v2.0,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00089,O00241,D010,V112,H03,2025-04-01 15:27:00,2025-04-01 20:28:34,Failed,8.27,0,0,2.56,6.94,C0117,Parcel,2025-04-01 12:36:00,2,West,North,Low,99.3,App,1,99.3,32,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,West,FullTime,8,70.0,3.95,Evening,1,EV,South,2024-06-08 07:45:00,94.1,19121,InRepair,v2.1,East Dock,East,Warehouse,74,0.0,0.0,1.0,1.0
DL00090,O01097,D027,V065,H04,2024-07-14 23:21:00,2024-07-15 09:00:31,OnTime,33.86,3,0,4.76,24.2,C0390,Retail,2024-07-14 22:28:00,12,Airport,North,Low,59.58,App,0,59.58,51,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-25 02:59:00,66.5,52.9,App,Active,Airport,PartTime,12,74.3,3.7,Night,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00091,O00941,D116,V044,H04,2024-08-12 15:04:00,2024-08-12 15:04:00,OnTime,14.47,0,0,5.0,10.57,C0571,Passenger,2024-08-12 12:54:00,1,West,West,High,110.52,Web,0,110.52,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-11-07 03:33:00,44.1,36.5,Phone,Active,Central,FullTime,4,58.2,4.19,Morning,1,EV,Airport,2025-02-14 20:35:00,91.8,111243,Active,v2.2,West Gate,West,Dispatch,69,1.0,1.0,0.0,0.0
DL00092,O00736,D105,V016,H01,2024-01-25 00:39:00,2024-01-25 10:47:51,OnTime,7.66,1,0,4.72,8.17,C0390,Parcel,2024-01-24 22:33:00,12,Central,East,Medium,78.13,App,0,78.13,51,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-25 02:59:00,66.5,52.9,App,Active,Riverside,Contract,2,82.0,3.71,Morning,1,EV,West,2024-10-13 19:38:00,63.5,84395,Active,v2.1,North Exchange,North,Dispatch,82,1.0,1.0,0.0,0.0
DL00093,O00579,D028,V032,H05,2025-09-05 12:14:00,2025-09-05 12:49:10,OnTime,19.68,3,0,3.69,18.64,C0624,Medical,2025-09-05 10:06:00,4,Airport,South,Low,24.91,Phone,0,24.91,74,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-11-11 06:25:00,48.8,89.0,Web,Active,North,FullTime,11,83.0,4.07,Flexible,1,CargoVan,North,2024-01-11 00:03:00,74.1,102207,Active,v1.9,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00094,O01026,D034,V012,H04,2025-05-26 22:56:00,2025-05-27 09:41:42,Delayed,4.66,0,0,3.72,16.6,C0309,Business,2025-05-26 21:33:00,1,West,Ctr,High,20.25,Phone,0,20.25,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-03-23 01:59:00,29.0,72.8,App,Active,West,FullTime,11,71.3,4.27,Morning,1,Hybrid,South,2024-04-15 00:26:00,56.2,52021,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,2.0
