delivery_id,order_id_x,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,complaint_id,order_id_y,complaint_type,channel,severity_x,created_at,status,resolution_days,compensation_amount,incident_id,incident_type,reported_at,severity_y,resolution_status,resolved_hours,delay_minutes,risk_score
DL00040,O00919,D027,V036,H04,2025-02-01 08:38:00,2025-02-02 04:04:35,Failed,9.53,1,0,1.68,11.11,C0619,Retail,2025-02-01 07:06:00,4,Riverside,north,Low,229.93,App,0,229.93,48,NORTH,Consumer,2025-10-07 22:42:00,47.2,56.1,App,Active,AIRPORT,PartTime,12,74.3,3.7,Night,1,Diesel,North,2025-09-26 13:33:00,90.4,215767,InRepair,v2.1,West Gate,West,Dispatch,69,CP0122,O00919,AppIssue,Email,High,2025-02-09 07:06:00,AwaitingCustomer,9.0,35.13,,,,,,,1166.5833333333333,0.5131887448543888
DL00041,O00750,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37,Failed,15.88,3,1,2.94,13.19,C0368,Retail,2024-02-01 07:49:00,6,North,South,Low,62.8,Phone,1,62.8,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,EV,Riverside,2025-06-07 06:32:00,76.0,160770,InRepair,v2.0,Midtown Relay,Central,Charging,63,CP0056,O00737,Delay,Email,Low,2024-03-20 03:53:00,Open,9.0,7.02,,,,,,,655.6166666666667,0.37601122446370583
DL00041,O00750,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37,Failed,15.88,3,1,2.94,13.19,C0368,Retail,2024-02-01 07:49:00,6,North,South,Low,62.8,Phone,1,62.8,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,EV,Riverside,2025-06-07 06:32:00,76.0,160770,InRepair,v2.0,Midtown Relay,Central,Charging,63,CP0127,O00737,AppIssue,App,Medium,2024-03-17 03:53:00,Resolved,6.0,1.15,,,,,,,655.6166666666667,0.37601122446370583
DL00041,O00750,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37,Failed,15.88,3,1,2.94,13.19,C0368,Retail,2024-02-01 07:49:00,6,North,South,Low,62.8,Phone,1,62.8,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,EV,Riverside,2025-06-07 06:32:00,76.0,160770,InRepair,v2.0,Midtown Relay,Central,Charging,63,CP0139,O00750,SupportExperience,Phone,High,2024-02-05 07:49:00,Resolved,16.0,46.47,,,,,,,655.6166666666667,0.37601122446370583
DL00041,O00750,D100,V057,H08,2024-02-01 08:58:00,2024-02-01 19:53:37,Failed,15.88,3,1,2.94,13.19,C0368,Retail,2024-02-01 07:49:00,6,North,South,Low,62.8,Phone,1,62.8,23,North,Consumer,2025-05-25 21:41:00,49.5,92.7,Phone,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,EV,Riverside,2025-06-07 06:32:00,76.0,160770,InRepair,v2.0,Midtown Relay,Central,Charging,63,CP0213,O00629,Delay,Email,Medium,2024-10-11 05:44:00,AwaitingCustomer,3.0,22.87,,,,,,,655.6166666666667,0.37601122446370583
DL00042,O00009,D146,V020,H01,2024-10-04 01:05:00,2024-10-04 10:49:54,OnTime,12.02,0,0,4.45,11.41,C0141,Retail,2024-10-03 23:49:00,12,North,East,Critical,78.93,App,0,78.93,37,West,Consumer,2024-05-03 17:03:00,29.6,32.1,Partner API,Dormant,Airport,Contract,1,75.2,4.36,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,North Exchange,North,Dispatch,82,,,,,,,,,,I0066,RouteDeviation,2024-10-04 02:46:00,Low,Closed,28.0,584.9,0.2570261563243077
DL00043,O00453,D110,V039,H07,2024-12-04 15:46:00,2024-12-04 20:31:28,OnTime,11.94,0,0,4.24,11.81,C0224,Retail,2024-12-04 12:49:00,6,South,West,Medium,27.48,Phone,0,27.48,63,NORTH,SME,2024-02-05 09:13:00,50.9,35.5,Web,Active,RiverSide,Contract,7,40.6,4.1,Morning,1,EV,EAST,2025-01-01 01:38:00,69.5,37024,InRepair,v1.9,Riverside Hub,Riverside,Warehouse,66,CP0054,O00453,Delay,App,Medium,2024-12-07 12:49:00,Resolved,1.0,36.38,,,,,,,285.46666666666664,0.2766382859042213
DL00044,O00147,D049,V020,H01,2024-07-12 09:47:00,2024-07-12 12:20:42,OnTime,4.63,0,0,4.34,12.87,C0096,Retail,2024-07-12 07:43:00,6,North,WEST,Critical,32.27,App,0,32.27,73,WEST,Consumer,2024-07-18 07:52:00,31.8,58.2,Unknown,Active,CENTRAL,Contract,14,41.4,4.0,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,North Exchange,North,Dispatch,82,CP0006,O00147,Delay,App,Medium,2024-07-22 07:43:00,Resolved,9.0,18.51,,,,,,,153.7,0.24126332745263482
DL00045,O00924,D157,V051,H08,2025-11-07 00:32:00,2025-11-07 21:03:01,OnTime,10.61,1,0,5.0,14.13,C0139,Retail,2025-11-06 21:37:00,24,West,Ctr,Low,44.93,API,1,44.93,60,Central,SME,2024-06-02 05:09:00,51.7,71.5,App,Active,South,FullTime,13,74.1,4.42,Evening,1,EV,North,2024-11-21 11:04:00,87.8,141107,Active,v2.0,Midtown Relay,Central,Charging,63,CP0188,O00404,Billing,Phone,Low,2025-10-19 20:55:00,Resolved,7.0,8.19,,,,,,,1231.0166666666667,0.5304869474061005
DL00046,O00101,D088,V046,H05,2025-10-30 07:35:00,2025-10-31 06:59:41,OnTime,5.53,2,0,3.09,11.27,C0633,Parcel,2025-10-30 07:05:00,24,West,WEST,Low,42.02,App,0,42.02,44,Central,Consumer,2025-12-14 02:47:00,57.6,56.5,Partner API,Active,Riverside,Contract,4,84.3,4.17,Morning,1,EV,north,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Central Core,Central,Control,88,,,,,,,,,,,,,,,,1404.6833333333334,0.3771106594052824
DL00047,O00263,D045,V091,H06,2024-02-19 04:07:00,2024-02-19 04:07:00,OnTime,16.33,0,0,5.0,10.25,C0031,Parcel,2024-02-19 02:04:00,2,West,Central,Low,63.35,App,0,63.35,35,SOUTH,Consumer,2024-04-30 16:26:00,42.5,44.0,Web,Active,NORTH,FullTime,2,59.6,4.12,Flexible,1,Hybrid,EAST,2025-08-24 05:20:00,58.5,172956,Active,v1.9,Airport Hub,Airport,Dispatch,71,CP0092,O00263,DriverBehaviour,Email,High,2024-03-02 02:04:00,Escalated,12.0,46.65,,,,,,,0.0,0.2
DL00048,O00358,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50,Delayed,7.37,0,0,3.33,14.67,C0273,Passenger,2024-03-20 11:13:00,4,Riverside,CENTRAL,Low,94.51,App,0,94.51,61,South,Consumer,2025-06-12 09:29:00,23.8,56.7,App,Active,NORTH,FullTime,2,59.6,4.12,Flexible,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0,Central Core,Central,Control,88,,,,,,,,,,,,,,,,271.8333333333333,0.07297819027894964
DL00049,O01076,D091,V018,H02,2024-09-29 01:23:00,2024-09-29 07:46:30,OnTime,12.55,0,0,3.52,6.93,C0035,Business,2024-09-28 22:50:00,6,South,AIRPORT,Critical,46.37,App,0,46.37,22,East,Consumer,2025-07-25 18:50:00,46.7,85.5,App,Active,Riverside,FullTime,12,68.0,4.46,Night,1,Diesel,RiverSide,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,383.5,0.10295696862775178
DL00050,O00534,D065,V046,H06,2025-09-05 05:03:00,2025-09-05 05:03:00,OnTime,26.85,0,0,5.0,14.34,C0159,Parcel,2025-09-05 03:00:00,2,Airport,Ctr,Critical,188.05,App,1,188.05,37,Riverside,Consumer,2024-03-15 06:42:00,40.2,62.7,Web,Dormant,Riverside,FullTime,14,59.6,4.02,Morning,1,EV,north,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Airport Hub,Airport,Dispatch,71,,,,,,,,,,I0138,AppSyncError,2025-09-05 05:30:00,Medium,Escalated,11.5,0.0,0.1
DL00050,O00534,D065,V046,H06,2025-09-05 05:03:00,2025-09-05 05:03:00,OnTime,26.85,0,0,5.0,14.34,C0159,Parcel,2025-09-05 03:00:00,2,Airport,Ctr,Critical,188.05,App,1,188.05,37,Riverside,Consumer,2024-03-15 06:42:00,40.2,62.7,Web,Dormant,Riverside,FullTime,14,59.6,4.02,Morning,1,EV,north,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Airport Hub,Airport,Dispatch,71,,,,,,,,,,I0272,BatteryAlert,2025-09-05 05:18:00,High,Closed,20.3,0.0,0.1
DL00051,O00785,D150,V055,H07,2025-12-31 17:27:00,2025-12-31 18:05:52,OnTime,8.02,0,0,4.31,14.59,C0378,Passenger,2025-12-31 14:49:00,4,East,CENTRAL,High,98.07,Phone,0,98.07,38,RiverSide,Consumer,2024-07-17 07:29:00,26.2,77.3,App,Active,EAST,FullTime,12,88.1,4.08,Night,1,Hybrid,East,2025-06-05 13:40:00,83.3,85635,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,CP0103,O00443,AppIssue,Chatbot,Low,2025-10-23 00:06:00,Resolved,11.0,11.6,,,,,,,38.86666666666667,0.21043440464319502
DL00051,O00785,D150,V055,H07,2025-12-31 17:27:00,2025-12-31 18:05:52,OnTime,8.02,0,0,4.31,14.59,C0378,Passenger,2025-12-31 14:49:00,4,East,CENTRAL,High,98.07,Phone,0,98.07,38,RiverSide,Consumer,2024-07-17 07:29:00,26.2,77.3,App,Active,EAST,FullTime,12,88.1,4.08,Night,1,Hybrid,East,2025-06-05 13:40:00,83.3,85635,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,CP0314,O00443,SupportExperience,App,Low,2025-10-28 00:06:00,Resolved,6.0,4.67,,,,,,,38.86666666666667,0.21043440464319502
DL00052,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25,Delayed,26.38,1,1,2.52,24.54,C0117,Medical,2025-05-06 09:09:00,2,Airport,RiverSide,High,129.89,App,0,129.89,32,north,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,North,FullTime,12,93.6,3.84,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,I0010,CustomerNoShow,2025-05-06 14:17:00,Medium,Closed,9.4,620.4166666666666,0.26656119761703867
DL00052,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25,Delayed,26.38,1,1,2.52,24.54,C0117,Medical,2025-05-06 09:09:00,2,Airport,RiverSide,High,129.89,App,0,129.89,32,north,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,North,FullTime,12,93.6,3.84,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,I0243,CustomerNoShow,2025-05-06 14:07:00,Medium,Closed,25.6,620.4166666666666,0.26656119761703867
DL00053,O00302,D018,V099,H01,2025-07-10 18:38:00,2025-07-11 17:06:29,OnTime,14.14,0,0,3.63,10.32,C0558,Retail,2025-07-10 16:13:00,24,Riverside,CENTRAL,High,228.25,Web,0,228.25,23,SOUTH,Consumer,2024-06-29 19:47:00,64.3,38.5,Phone,Active,WEST,PartTime,14,73.8,4.57,Flexible,1,Hybrid,SOUTH,2024-09-06 02:11:00,65.8,92896,Active,v2.0,North Exchange,North,Dispatch,82,CP0120,O00005,MissedPickup,Phone,Medium,2025-02-25 19:32:00,Resolved,8.0,54.41,,,,,,,1348.4833333333333,0.5620228324512285
DL00054,O01044,D117,V079,H01,2025-02-14 07:41:00,2025-02-14 20:37:54,Delayed,29.8,1,0,4.7,22.28,C0190,Retail,2025-02-14 04:57:00,12,Airport,Riverside,Low,70.39,App,1,70.39,39,AIRPORT,Consumer,2024-05-04 14:00:00,61.6,84.8,App,Active,north,FullTime,1,71.1,3.93,Flexible,1,EV,AIRPORT,2025-12-01 18:20:00,100.0,117995,Active,v2.2,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,776.9,0.20857175730612867
DL00055,O00819,D069,V018,H04,2025-04-28 21:37:00,2025-04-29 04:45:04,Delayed,35.07,5,1,2.78,22.2,C0098,Retail,2025-04-28 19:09:00,4,Airport,WEST,Low,93.02,App,0,93.02,54,Central,Consumer,2024-08-20 06:33:00,56.5,70.7,App,Dormant,NORTH,PartTime,2,61.5,5.0,Evening,0,Diesel,RiverSide,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1,West Gate,West,Dispatch,69,,,,,,,,,,,,,,,,428.06666666666666,0.1149216333000946
DL00056,O00698,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19,OnTime,13.46,2,0,4.01,6.52,C0550,Medical,2024-10-22 20:07:00,2,South,CENTRAL,High,179.24,App,0,179.24,39,NORTH,Consumer,2025-01-03 14:35:00,89.4,52.4,App,Active,North,Contract,10,65.6,4.4,Flexible,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,Midtown Relay,Central,Charging,63,CP0149,O00425,AppIssue,Phone,Medium,2024-11-27 08:15:00,Resolved,10.0,38.03,I0093,AppSyncError,2024-10-22 23:20:00,Medium,PendingVendor,12.3,15.316666666666666,0.30411201452276854
DL00057,O00921,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39,Failed,10.91,0,0,1.22,6.59,C0448,Retail,2024-12-09 08:39:00,4,East,Central,Medium,198.22,App,0,198.22,42,South,Consumer,2024-09-08 16:33:00,69.3,62.1,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,EV,South,2025-04-23 19:27:00,67.6,116877,Scheduled,v2.1,West Gate,West,Dispatch,69,,,,,,,,,,I0165,VehicleFault,2024-12-09 12:50:00,Medium,Open,0.1,565.65,0.25185817289253665
DL00058,O01062,D125,V082,H02,2024-10-26 18:46:00,2024-10-26 22:22:57,OnTime,15.33,0,0,5.0,7.95,C0559,Medical,2024-10-26 17:41:00,4,East,Central,Medium,128.73,App,1,128.73,72,north,Consumer,2024-02-19 09:52:00,72.0,64.4,Partner API,Active,NORTH,PartTime,15,90.5,4.07,Morning,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,216.95,0.05824384444273988
DL00059,O00521,D027,V088,H05,2025-11-26 14:07:00,2025-11-26 18:49:47,Delayed,36.28,3,0,3.11,17.45,C0109,Parcel,2025-11-26 12:07:00,1,Airport,SOUTH,High,76.48,Web,0,76.48,78,North,Consumer,2025-10-30 11:51:00,52.7,25.4,App,Dormant,AIRPORT,PartTime,12,74.3,3.7,Night,1,Diesel,north,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1,Central Core,Central,Control,88,CP0275,O00071,MissedPickup,App,Medium,2024-09-03 22:15:00,AwaitingCustomer,10.0,18.13,,,,,,,282.78333333333336,0.2759179003349441
DL00060,O00236,D005,V026,H02,2024-11-26 16:01:00,2024-11-26 16:01:00,Delayed,13.92,1,1,2.35,9.48,C0429,Business,2024-11-26 15:32:00,2,East,South,Medium,118.24,App,0,118.24,31,South,Consumer,2024-03-07 20:02:00,66.6,61.3,App,Dormant,north,FullTime,3,69.7,4.14,Morning,1,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,0.0,0.0
DL00061,O00635,D083,V059,H08,2024-12-06 06:18:00,2024-12-06 06:18:00,OnTime,10.51,1,0,3.8,10.6,C0314,Parcel,2024-12-06 04:23:00,2,Central,north,Low,73.66,App,0,73.66,74,RiverSide,SME,2025-04-28 13:21:00,66.4,29.9,Phone,Active,North,FullTime,12,80.8,4.16,Flexible,1,Hybrid,AIRPORT,2024-03-02 20:36:00,85.2,188332,InRepair,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,0.0,0.0
DL00062,O00567,D061,V007,H02,2024-02-24 16:31:00,2024-02-25 15:31:54,OnTime,1.2,0,0,5.0,7.32,C0144,Retail,2024-02-24 15:50:00,24,South,Riverside,Low,33.6,Phone,0,33.6,54,SOUTH,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active,RiverSide,Contract,8,85.9,4.38,Evening,1,Diesel,AIRPORT,2025-09-17 08:52:00,68.6,78468,Active,v2.2,South Link,South,Dispatch,78,,,,,,,,,,I0163,AppSyncError,2024-02-24 19:54:00,Medium,Open,4.9,1380.9,0.4707256270614405
DL00063,O00931,D154,V094,H03,2024-03-07 11:20:00,2024-03-07 15:02:37,OnTime,15.95,0,0,5.0,14.6,C0213,Parcel,2024-03-07 09:00:00,4,North,NORTH,High,70.8,App,0,70.8,53,East,Consumer,2024-02-25 04:00:00,94.2,53.3,App,Active,Airport,FullTime,4,67.0,4.35,Evening,1,CargoVan,CENTRAL,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,East Dock,East,Warehouse,74,CP0239,O00931,MissedPickup,App,High,2024-03-11 09:00:00,Resolved,20.0,27.41,,,,,,,222.61666666666667,0.25976515558282837
DL00064,O01236,D075,V004,H03,2025-05-30 00:35:00,2025-05-30 23:36:22,Delayed,10.36,0,0,2.34,7.13,C0543,Business,2025-05-29 22:57:00,12,South,AIRPORT,Low,156.71,App,0,156.71,20,RiverSide,Consumer,2025-06-02 07:20:00,47.0,54.7,App,Dormant,Airport,FullTime,13,99.0,3.62,Evening,1,Hybrid,RiverSide,2024-06-07 13:21:00,78.05,36310,Active,v2.2,East Dock,East,Warehouse,74,CP0053,O01236,SupportExperience,Phone,High,2025-05-29 22:57:00,Resolved,13.0,26.07,,,,,,,1381.3666666666666,0.5708509115082712
DL00065,O01234,D050,V065,H01,2024-02-24 01:55:00,2024-02-24 01:55:00,OnTime,1.67,1,0,4.63,6.2,C0163,Parcel,2024-02-24 01:13:00,2,West,North,Medium,119.86,Phone,1,119.86,55,Riverside,SME,2024-09-16 04:29:00,56.2,58.2,App,Active,NORTH,FullTime,6,87.4,3.9,Evening,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,North Exchange,North,Dispatch,82,CP0050,O00955,DriverBehaviour,Phone,High,2025-01-11 14:30:00,Resolved,14.0,37.36,,,,,,,0.0,0.2
DL00066,O00568,D118,V083,H01,2025-12-19 20:41:00,2025-12-20 00:15:32,OnTime,22.39,0,0,4.03,18.25,C0412,Passenger,2025-12-19 18:13:00,6,Central,Riverside,Medium,119.95,Phone,0,119.95,70,Airport,Consumer,2025-09-12 10:23:00,70.3,29.9,App,Active,NORTH,FullTime,1,80.6,4.88,Night,1,CargoVan,NORTH,2024-04-11 18:04:00,79.3,42073,Active,v2.2,North Exchange,North,Dispatch,82,CP0136,O00711,Delay,Chatbot,Low,2024-12-15 12:25:00,Resolved,3.0,0.0,,,,,,,214.53333333333333,0.25759504998593746
DL00067,O00842,D152,V023,H01,2025-07-04 04:43:00,2025-07-04 14:29:14,OnTime,12.34,1,0,4.61,11.04,C0588,Retail,2025-07-04 02:45:00,12,Central,East,Low,153.82,Web,0,153.82,47,Riverside,SME,2025-06-28 00:25:00,34.8,62.6,Web,Active,north,PartTime,5,75.2,4.06,Flexible,1,Hybrid,EAST,2024-01-07 23:54:00,70.7,188387,Active,v2.1,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,586.2333333333333,0.1573841118866815
DL00068,O00828,D104,V046,H08,2024-02-19 15:15:00,2024-02-21 03:47:37,Failed,19.75,1,0,3.73,16.14,C0025,Passenger,2024-02-19 12:15:00,24,West,WEST,Low,61.71,App,0,61.71,23,Riverside,Consumer,2025-04-09 11:19:00,55.5,52.8,App,Active,WEST,FullTime,15,87.7,3.45,Morning,1,EV,north,2024-07-11 13:31:00,95.8,101425,Active,v1.9,Midtown Relay,Central,Charging,63,CP0184,O00161,MissedPickup,Phone,Medium,2024-08-20 17:36:00,Open,3.0,19.47,I0177,RouteDeviation,2024-02-19 18:08:00,Critical,Escalated,18.1,2192.616666666667,0.8886444989900538
DL00069,O01039,D010,V074,H07,2025-05-01 11:46:00,2025-05-01 19:43:03,Failed,16.76,1,0,4.17,10.73,C0171,Passenger,2025-05-01 10:43:00,6,West,Riverside,Low,84.17,App,1,84.17,47,SOUTH,Consumer,2024-01-20 10:35:00,82.4,81.9,Phone,Active,West,FullTime,8,70.0,3.95,Evening,1,CargoVan,EAST,2025-06-05 03:01:00,62.4,18034,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,CP0218,O01039,MissedPickup,App,Medium,2025-05-13 10:43:00,Resolved,7.0,19.7,,,,,,,477.05,0.3280720257728005
DL00070,O00370,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39,OnTime,16.35,0,0,4.64,18.11,C0021,Parcel,2024-11-21 17:26:00,4,South,SOUTH,High,74.04,Phone,0,74.04,30,CENTRAL,SME,2025-07-31 01:39:00,63.6,40.8,Phone,Active,WEST,PartTime,14,73.8,4.57,Flexible,1,Diesel,North,2025-09-26 13:33:00,90.4,215767,InRepair,v2.1,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,200.65,0.05386783769272071
DL00071,O00796,D093,V080,H02,2025-01-28 06:57:00,2025-01-28 22:41:11,Delayed,20.37,1,0,3.57,18.14,C0385,Business,2025-01-28 05:51:00,6,Ctr,north,High,209.05,API,0,209.05,25,EAST,Consumer,2024-08-06 00:38:00,66.2,44.4,App,Dormant,South,PartTime,12,75.2,4.43,Flexible,1,EV,EAST,2024-05-27 22:15:00,100.0,68844,Active,v1.9,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,944.1833333333333,0.2534817570504461
DL00072,O00402,D110,V027,H05,2025-11-20 06:20:00,2025-11-20 19:21:38,Delayed,28.51,0,0,3.28,15.11,C0104,Retail,2025-11-20 05:09:00,4,West,EAST,Medium,121.87,App,1,121.87,39,East,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active,RiverSide,Contract,7,40.6,4.1,Morning,1,Diesel,SOUTH,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2,Central Core,Central,Control,88,CP0205,O01005,MissedPickup,App,Medium,2025-05-11 17:35:00,AwaitingCustomer,5.0,20.67,I0041,SafetyNearMiss,2025-11-20 07:56:00,Medium,Closed,17.3,781.6333333333333,0.5098424995525556
DL00073,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40,OnTime,19.34,3,0,4.68,17.54,C0599,Parcel,2025-07-23 06:00:00,24,Riverside,East,Medium,37.25,App,0,37.25,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0045,O00421,DriverBehaviour,Email,Medium,2025-07-24 06:00:00,AwaitingCustomer,6.0,8.74,I0256,TemperatureIssue,2025-07-23 07:40:00,Critical,Closed,20.0,1361.6666666666667,0.665562118074199
DL00073,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40,OnTime,19.34,3,0,4.68,17.54,C0599,Parcel,2025-07-23 06:00:00,24,Riverside,East,Medium,37.25,App,0,37.25,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,Midtown Relay,Central,Charging,63,CP0067,O00954,MissedPickup,App,Low,2024-07-22 02:17:00,Resolved,6.0,0.0,I0256,TemperatureIssue,2025-07-23 07:40:00,Critical,Closed,20.0,1361.6666666666667,0.665562118074199
DL00074,O01195,D030,V092,H04,2025-01-04 08:41:00,2025-01-05 00:01:18,Failed,17.61,1,0,4.42,14.79,C0529,Retail,2025-01-04 07:04:00,2,Airport,CENTRAL,Medium,94.26,Phone,0,94.26,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,CENTRAL,FullTime,7,74.0,4.56,Night,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,West Gate,West,Dispatch,69,CP0030,O00682,Delay,Email,High,2024-10-07 09:57:00,Escalated,22.0,34.84,,,,,,,920.3,0.4470698780394262
DL00074,O01195,D030,V092,H04,2025-01-04 08:41:00,2025-01-05 00:01:18,Failed,17.61,1,0,4.42,14.79,C0529,Retail,2025-01-04 07:04:00,2,Airport,CENTRAL,Medium,94.26,Phone,0,94.26,41,Riverside,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,CENTRAL,FullTime,7,74.0,4.56,Night,1,Hybrid,East,2024-01-07 14:19:00,80.5,36143,InRepair,v2.1,West Gate,West,Dispatch,69,CP0223,O01136,Delay,App,Low,2024-04-25 14:05:00,Resolved,6.0,2.44,,,,,,,920.3,0.4470698780394262
DL00075,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04,OnTime,13.25,3,0,3.24,11.94,C0392,Retail,2024-08-06 04:09:00,2,South,West,Medium,57.51,Web,0,57.51,29,CENTRAL,Consumer,2024-07-08 20:59:00,77.2,48.2,Web,Active,East,Contract,5,77.6,3.81,Flexible,1,EV,Ctr,2025-02-15 14:49:00,93.7,134347,Scheduled,v2.2,South Link,South,Dispatch,78,,,,,,,,,,I0014,VehicleFault,2024-08-06 04:32:00,High,Open,5.0,58.06666666666667,0.11558896474137711
DL00075,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04,OnTime,13.25,3,0,3.24,11.94,C0392,Retail,2024-08-06 04:09:00,2,South,West,Medium,57.51,Web,0,57.51,29,CENTRAL,Consumer,2024-07-08 20:59:00,77.2,48.2,Web,Active,East,Contract,5,77.6,3.81,Flexible,1,EV,Ctr,2025-02-15 14:49:00,93.7,134347,Scheduled,v2.2,South Link,South,Dispatch,78,,,,,,,,,,I0257,VehicleFault,2024-08-06 06:54:00,Medium,Closed,3.0,58.06666666666667,0.11558896474137711
DL00076,O00815,D120,V004,H01,2024-02-25 17:02:00,2024-02-26 17:44:41,OnTime,27.51,3,0,5.0,15.16,C0347,Parcel,2024-02-25 15:10:00,24,Airport,Airport,High,216.89,App,1,216.89,18,RiverSide,Enterprise,2024-06-07 04:33:00,54.9,40.4,Web,Dormant,North,PartTime,3,76.9,3.72,Morning,1,Hybrid,RiverSide,2024-06-07 13:21:00,78.05,36310,Active,v2.2,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,1482.6833333333334,0.3980510598041471
DL00077,O01040,D094,V067,H04,2025-12-27 22:16:00,2025-12-28 11:51:46,Delayed,32.97,3,0,2.81,18.07,C0290,Passenger,2025-12-27 20:56:00,4,Airport,CENTRAL,Medium,59.93,Web,1,59.93,30,NORTH,Consumer,2025-11-28 14:25:00,49.6,58.2,Phone,Dormant,Ctr,PartTime,6,60.8,4.48,Night,0,Hybrid,Ctr,2025-11-15 00:12:00,57.3,176145,Active,v2.0,West Gate,West,Dispatch,69,,,,,,,,,,,,,,,,815.7666666666667,0.2190061619493237
